-0.006921791225067351, 0.47179390730977866, 0.007554941057129849, -0.03491013758196086, 0.0025787550510421556, 0.0007424811209109632, -0.0004971080424113812, 0.000249753889893182, -0.001969320816240525, 0.0032068777027788914, 0.002687930801867472, 8.252638794666573e-05, -1.742596082958577e-05, 0.0003112414862333008, 0.00018837935694484886, 6.401073949290892e-05, 9.935494451268204e-05, -7.761395536049227e-05, 0.00010747415348465097, 2.9828614661993895e-06; 0.0, -0.11633350960235402, -0.010747049320207, 0.07846434170582507, 0.00557096477263015, 0.0071718966312548284, 0.0028567191877806293, -3.927609416324424e-05, -0.00040918041120600835, -0.0023023812558293994, 0.00022092244929975202, 1.2632098136382879e-05, 0.0008519695932300601, -0.00021942454323904518, -1.3585454192579127e-05, -0.00022858226149296803, -3.202070447717942e-05, -4.173299013353907e-05, -4.819766432112673e-05, -5.980336530281359e-05; 0.006961378198394778, 0.18304299398520754, 0.0044099749966559736, -0.02057462862082489, -0.0025018226320430393, 0.005441942049975545, 0.0037115626317791514, 0.003956688546947174, 0.0013643876979556686, 0.003221610494056429, 0.0010492754802398142, -0.0007181934203985155, -5.3111094412180344e-05, -0.00018752625871239852, 3.731942733426022e-06, -5.828154729455086e-05, -0.000175480907994256, -5.612974569438177e-05, -0.00010082763128433274, 3.3591751092898107e-05; 0.0, 0.6137571105979058, 0.013954694593033955, -0.02227688347355229, 0.00902174770554364, -0.008294164914938241, 0.0024870865314832766, -0.003803082267298861, 0.0012980554560452747, 0.00010106331962594351, 0.002628307034279029, -0.001164827845837172, -2.2817623420654403e-05, 0.00011787478106497927, -0.0001530937693607903, -5.4170898849126645e-05, -8.931966576191684e-05, -1.3279847584380614e-05, 0.00014556838667835898, 5.489919782165669e-05
-0.006925116385432289, 0.47269640571063803, 0.007606937173163368, -0.03600899585436761, 0.0026516945070867927, 0.0013868531024450554, -0.0004920414452390665, 0.0011871964790385475, -0.0020288526734822095, 0.004280703605229532, 0.0030577364365678562, 0.00034049674319023036, 0.00027525073059218256, 0.0003839133167735589, 0.00035724556932531016, -3.0084919727592112e-05, 0.000152985683207954, -0.00015000466782511243, 0.0001317761071903228, -3.5649666970641636e-05; 0.0, -0.11673754630633361, -0.010887850833389182, 0.08118247296853906, 0.0055079834229232036, 0.010396315350605883, 0.0031108853994167578, 0.00028028955662941853, -5.038705087742573e-05, -0.002792209563937035, 0.00040420236020967913, -0.0004322706095281137, 0.0009251491370801795, -0.0004969741207653615, 1.4370409258602976e-06, -0.0003729281655866524, -0.00011699723965881758, -7.97431105861803e-05, -0.0001279776294289024, -6.0583776025809875e-05; 0.006964722426115853, 0.18266417433463925, 0.004328842786755506, -0.01864691863796525, -0.002240824691982932, 0.0033174430155656154, 0.0035394313253538385, 0.0043569854801643, 0.001268732462378378, 0.0032877674265552616, 0.001153955936015115, -0.001038554257683921, -5.502208558841458e-05, -0.00030403941290428496, -0.00016350499618794244, -0.00012222281398432182, -0.00019158062206652454, -4.5341732716493624e-05, -0.00013974104723954903, 5.757353735788921e-05; 0.0, 0.6131859741000064, 0.013910367395027963, -0.02179284846561822, 0.00903936030492789, -0.00788875962834175, 0.002794793650022814, -0.005071722017429628, 0.001043784933489234, 0.00031908158859719017, 0.0025900143434042324, -0.0013011538513422354, 1.7262875403768634e-05, 0.0002321632743854956, -0.00020295819340657425, 5.901693247520635e-05, -0.00012308458285588712, 3.0270071587934345e-05, 0.00020330875435103948, 9.723475498633317e-05
-0.0069252256486079375, 0.4727039461836118, 0.007640677007380592, -0.03601263008395015, 0.0026638147851118627, 0.0013868707034259478, -0.00047630773166324754, 0.0011355314987218559, -0.0020287677378820505, 0.004230823517712668, 0.0030464040178188817, 0.0003222300359610042, 0.0002541575810347535, 0.0003856002492876635, 0.0003381235253895504, -1.5380827733706076e-05, 0.00013920549220368554, -0.00013506811301908076, 0.00012700371349270382, -2.8420678480721013e-05; 0.0, -0.11674102729019362, -0.010916895491338537, 0.08120173816990925, 0.005487667267790341, 0.010379951477787943, 0.0031324065795655383, 0.00024608350097401924, -5.766738672165207e-05, -0.0027738991677788718, 0.0003867468644258362, -0.0003992723554054158, 0.0009110306610106051, -0.00046676569059400387, 1.1677631172560394e-06, -0.0003555869550611373, -0.00010643235086809283, -7.74531273791765e-05, -0.00011665628783941204, -6.569335602148029e-05; 0.006964832372639671, 0.1826598618245898, 0.004297531313515559, -0.018614381506752608, -0.002199814483897949, 0.0032999755969542336, 0.0035110126548796505, 0.004372952811013321, 0.0012675985575410257, 0.0032918832308053317, 0.0011602126049329773, -0.0010360877353716158, -5.73074095877277e-05, -0.00029846367284002247, -0.0001534293658452062, -0.000122373507302275, -0.00018867600571513158, -4.757225671826697e-05, -0.00013484746973592876, 5.4276251518964103e-05; 0.0, 0.6131829920735883, 0.013885229922708358, -0.021782404445227513, 0.009045525978134298, -0.007882917708434488, 0.0028208620519182604, -0.005082052767348081, 0.0010350180540979067, 0.0003137130712871831, 0.002599069506739273, -0.001302145195651324, 1.4972317071067329e-05, 0.00022748865657529706, -0.00020215152719541007, 5.2728547563384805e-05, -0.00011820549565552073, 2.5428625795081416e-05, 0.0001986089675455509, 9.466643383631342e-05
-0.006929556384902582, 0.4730532564815355, 0.007828864401356187, -0.03623052667097552, 0.002899491255174234, 0.0013673802466479547, -0.00026623997016758834, -0.0007858007467823198, -0.0021573840915214736, 0.002562480290559282, 0.002435766590498455, -0.00039383665223254803, -0.00041107905188226906, 0.00035889318235696486, -0.0001795926010452131, 0.0004391684061326006, -0.00016005199264901038, 0.00038608254873475115, 7.497067999739609e-05, 0.0002612990025199294; 0.0, -0.11691964436313956, -0.010714891712350655, 0.08214140966818533, 0.005657984763414384, 0.010154351447998157, 0.003305860124696232, -0.00095410804942647, -0.00032368301443639783, -0.002168559341464257, 4.7950212513762e-05, 0.0007621276713785726, 0.0007310308110458531, 0.0006535663864881551, 0.00014844758217536695, 0.0002921834057666018, 0.00027260795110939807, 7.861204800859229e-05, 0.00020414513698544952, -0.0001863567666123402; 0.006969190789500236, 0.18249696086046255, 0.004244425977164174, -0.01718345805232447, -0.002071077484765633, 0.002291126232234034, 0.003405272127967893, 0.005070005105399396, 0.001291558301494445, 0.003560458237978976, 0.0012376151064646115, -0.0009821320711586807, -0.00010643889207577244, -0.00015529859193119455, 0.00013357392990829975, -7.192508985726724e-05, -0.00011217258068327055, -0.00013414030962429998, -3.7403172336418195e-06, -6.475247455532946e-05; 0.0, 0.6130304416864218, 0.0138132247434155, -0.02129516030753948, 0.009181073007102069, -0.007539371363381576, 0.0029067767486441044, -0.005778694980418607, 0.000997897997857239, 0.00020736027940458198, 0.0027097450400211834, -0.001329376667161829, -7.11854328238216e-05, -7.397402686230677e-06, -0.00019940019410387747, -0.00019782937910709091, -1.7370955813184664e-05, -0.0001312436235696529, 4.848639373246929e-05, -3.083712682726227e-05
-0.006929563032748645, 0.4730486883748141, 0.007850447031766173, -0.03622445094369989, 0.002904378334694418, 0.0013629650013532702, -0.00026045258840286044, -0.0007923147722743066, -0.002153314869629987, 0.0025603417273482054, 0.0024448071282860105, -0.0003878430654207192, -0.0004068938238730216, 0.0003635406404834074, -0.00017581503188351784, 0.00043504112875727437, -0.00015805115069082658, 0.0003757517536008365, 7.48119886110166e-05, 0.0002549166104286111; 0.0, -0.11691737772957743, -0.010734183070788404, 0.08212648779964203, 0.0056414353527266215, 0.010129940502387174, 0.003315546674886472, -0.0009587353116480725, -0.0003246348152823697, -0.0021685598728982515, 4.340458678853084e-05, 0.0007572463321249305, 0.0007261250030795926, 0.0006416178142140134, 0.0001433543676064614, 0.00028047135074023, 0.0002656818323417352, 7.329597997203222e-05, 0.00019938648186179256, -0.00018511544724851344; 0.00696919749801388, 0.18249847309869585, 0.0042239729883885415, -0.01719197553560523, -0.0020462385236900004, 0.0023021476203654192, 0.0033855192193979634, 0.005067954382140824, 0.001290538667357359, 0.0035572612278602514, 0.001238228628630931, -0.0009787901598750628, -0.00010733732451585349, -0.00015331499678113703, 0.00012939357970787927, -7.279859467202922e-05, -0.00011214883599577374, -0.0001330577456651618, -4.383728009003056e-06, -6.289993577015597e-05; 0.0, 0.6130334822470335, 0.013796650975003998, -0.02129727239034567, 0.009184784747750346, -0.007540863071028475, 0.002920165989382159, -0.005770129141572777, 0.0009911083245997146, 0.00020870819120540106, 0.002712240086814786, -0.0013282419532941435, -6.915645626717264e-05, -4.395240752691638e-06, -0.00019755545517090677, -0.00019641350779185296, -1.75041831285049e-05, -0.0001297340146163611, 5.16670838565218e-05, -2.8313062984948835e-05
-0.006929580743354514, 0.47304566748565013, 0.007868808972734653, -0.03622084069658552, 0.002908654845389144, 0.0013593403192710169, -0.00025582600905659934, -0.0007971332631780536, -0.00214982783597302, 0.002561461473953465, 0.0024542778757861003, -0.00038102272961079746, -0.0004010619109595285, 0.0003681355863174634, -0.00017005297004581008, 0.00042965497143588645, -0.0001542919732267001, 0.0003642392857177651, 7.563865719413847e-05, 0.0002480420092389775; 0.0, -0.11691590790160827, -0.010749540154618318, 0.08211761317881656, 0.005627972696830615, 0.010112041493687366, 0.0033236134266885135, -0.0009628270183677383, -0.00032499438776412387, -0.002170186714321065, 4.059381754789353e-05, 0.0007501861581484478, 0.0007231969713904217, 0.0006278534993184905, 0.0001391000083281656, 0.00026742766740622055, 0.0002580738987647634, 6.774515221686022e-05, 0.00019363394812193046, -0.00018359287070792397; 0.006969215340469081, 0.1824993385303599, 0.004206941724308055, -0.017196090810386724, -0.0020255442232499656, 0.0023072724021535574, 0.0033682467150875496, 0.005067162003241318, 0.0012894192029511999, 0.0035544847044990686, 0.0012384931266892477, -0.0009761924611039789, -0.00010791564366952777, -0.0001514155605320297, 0.00012419586721438642, -7.34573700122692e-05, -0.00011219879579656231, -0.00013183607263043707, -5.433708414016838e-06, -6.0690271990705495e-05; 0.0, 0.6130354684723959, 0.013782891695927012, -0.021298113194167877, 0.009188269312321763, -0.007540770490611208, 0.002931193432833193, -0.005765395360569379, 0.0009846757912204674, 0.00021154881757528974, 0.0027138595796265277, -0.00132702129911663, -6.679380922101506e-05, -1.0393434027406533e-06, -0.00019588196112355064, -0.00019446273169997343, -1.8412444652458404e-05, -0.00012808467962298985, 5.517886954145317e-05, -2.5617665212911684e-05
-0.006929615456092218, 0.4730430315899944, 0.007886839828443213, -0.036218157117594414, 0.002913091724358816, 0.0013547294244062745, -0.00025160270572240447, -0.0008028302723617545, -0.002146253797838985, 0.002566252122213586, 0.002466463309562877, -0.0003712889512929, -0.00039138017746560567, 0.0003738388371189098, -0.00015964349997903298, 0.00042064507498808734, -0.00014664628107182348, 0.0003473050725600735, 7.819568597370036e-05, 0.0002382199289536074; 0.0, -0.11691473863236745, -0.01076259773711505, 0.08211107473445026, 0.005615929690684085, 0.010093750406162276, 0.0033307915270520743, -0.0009680883602341433, -0.00032519784128156047, -0.002174055253867946, 3.945765325931168e-05, 0.0007383807884189089, 0.0007226478950148646, 0.0006074587948359239, 0.0001349743524819127, 0.00024850572141206636, 0.00024723038508396475, 6.029272199569973e-05, 0.0001846428522732525, -0.00018096389725746832; 0.006969250305738803, 0.18249997806239696, 0.004190832770098417, -0.017197219721587814, -0.002006279050611804, 0.0023079174401945232, 0.0033505966313239176, 0.005067630704796629, 0.0012879574428127352, 0.003551466049762623, 0.0012381023368932605, -0.0009733400293023424, -0.00010800691793007881, -0.0001490139217872693, 0.00011604938707210511, -7.386142847931699e-05, -0.00011235052720224552, -0.0001299920327585298, -7.410961133964205e-06, -5.719840232317473e-05; 0.0, 0.6130371826639852, 0.013770020813393914, -0.021297732548173846, 0.009192181307794868, -0.007538755372214635, 0.002941046362574631, -0.005763314539743835, 0.000977522768490574, 0.00021717620720183953, 0.002714492141841377, -0.00132507660040679, -6.324946486064937e-05, 3.718056107860484e-06, -0.00019390609341237667, -0.00019126987978550792, -2.0853905743229463e-05, -0.00012568939947871655, 6.023862919953139e-05, -2.184511429024711e-05
-0.006929800083299754, 0.47303608047101003, 0.00792027732937412, -0.03621235701894908, 0.002922918563187148, 0.0013350853745481123, -0.00024450513932165285, -0.0008270326269372716, -0.0021381803237584774, 0.002594118771624349, 0.0025067708603378055, -0.00033348492308485654, -0.00034831540440335995, 0.00039230470610842857, -0.00010915738326223324, 0.00037870392389374643, -0.00010626095312390741, 0.0002771288194929034, 9.415380431239675e-05, 0.00019863348064875355; 0.0, -0.11691237430748702, -0.010774699334834556, 0.08209775576879591, 0.005600777125453638, 0.0100355464414966, 0.003338086882571859, -0.0009890951851734078, -0.0003269304267722716, -0.0021937938481961816, 4.668176379062428e-05, 0.0006857011869403, 0.0007368017837760108, 0.0005234266345605297, 0.0001273468901792735, 0.00017188114196360198, 0.0002044070830474547, 3.303435966180741e-05, 0.00014556528710330048, -0.00016783349449083092; 0.006969436257584507, 0.18250186614438735, 0.004163968846754807, -0.017188750273927612, -0.0019773461179420355, 0.0022913765993180504, 0.0033136521331386744, 0.005075221695562309, 0.0012829379506272645, 0.0035432122109045725, 0.0012327128983735723, -0.0009636773730438579, -0.00010466136089456707, -0.0001405177783944024, 8.095381611432957e-05, -7.279358465030184e-05, -0.00011320638449759789, -0.00012208223945052644, -1.735714278735153e-05, -4.156381049762094e-05; 0.0, 0.6130422744333321, 0.013750065726803394, -0.02129065466583945, 0.00920181758327734, -0.007524320818488223, 0.0029528926908945073, -0.00576951397187986, 0.000959808433995948, 0.00024547606016959615, 0.0027092553013358606, -0.0013157393915973622, -4.83946583541125e-05, 2.210349282754111e-05, -0.00018760363179870138, -0.00017724914505017983, -3.570584400330397e-05, -0.00011578784962576468, 8.057522512805001e-05, -7.045298686313525e-06
-0.006929855884284232, 0.4730345091163644, 0.007908063952343544, -0.036210582869068864, 0.0029211247549143487, 0.0013286107929447609, -0.0002458992742713917, -0.000835772523213095, -0.0021391223197728417, 0.002601395449084781, 0.002509764456902743, -0.00032676637739073794, -0.00033901577038944665, 0.0003937568151474864, -9.619009976553193e-05, 0.0003680158927060655, -9.478747121512878e-05, 0.00026263414353820165, 9.928255227702072e-05, 0.0001909199312306993; 0.0, -0.11691204746025231, -0.010761024525157538, 0.08209398033601037, 0.005612234235861336, 0.010021805990170815, 0.0033289378564341806, -0.0009946611947101054, -0.0003291679977065957, -0.002198443028223149, 5.23068609776661e-05, 0.0006734592402329077, 0.0007466519605515945, 0.0005059572552337533, 0.00012991258543355226, 0.00015683443993346857, 0.00019679312343374796, 2.9223458459320134e-05, 0.00013714563094268013, -0.0001639624233285681; 0.006969492459915649, 0.18250283845160584, 0.004174985523537519, -0.01718515560852981, -0.001993233851302679, 0.0022842041538018725, 0.0033224455059168863, 0.00507897596361463, 0.0012819603089477725, 0.0035429954371091984, 0.0012300584165292603, -0.0009616694239594147, -0.00010226106775063228, -0.00013919973775547938, 7.34480608658057e-05, -7.13684220749248e-05, -0.0001134349328654007, -0.00012033841220980334, -2.019436625565481e-05, -3.7724680941615445e-05; 0.0, 0.61304389373516, 0.01376068122799561, -0.021287454897559673, 0.009199394984499598, -0.007519567493329658, 0.002943762369610148, -0.005774453672328268, 0.0009618392351543667, 0.00025345192398267636, 0.002704652297499114, -0.001313016448431191, -4.511058793333563e-05, 2.5188774047831948e-05, -0.0001869973408785459, -0.00017417855531409165, -4.062774388994509e-05, -0.00011353528319068374, 8.446715066454398e-05, -4.1698810781275325e-06
-0.0069305656873869205, 0.4730186779350886, 0.0078788202109628, -0.0361974780520526, 0.0029244484767436164, 0.0012666052237950214, -0.00022740041985240536, -0.0009119991511641407, -0.002130043358055772, 0.002688859892543316, 0.002578912831604462, -0.00023650315974998407, -0.00023704063494290898, 0.00042467399377756163, 3.146292774868054e-05, 0.00025936559452223874, 9.034478596742044e-06, 0.00010365785576026129, 0.00014230886724980396, 0.00010419149864396575; 0.0, -0.11690692606399225, -0.010734213889606653, 0.08206642707751219, 0.005642979238023618, 0.009873283429374515, 0.0032908470735901105, -0.001053110624023069, -0.00034711591670729406, -0.0022513019542905427, 8.517036160772472e-05, 0.0005307944614919239, 0.0008135910983461005, 0.00030037088469595126, 0.000135370714389578, -1.7363640113689474e-05, 0.00010718085805218424, -2.2316100140409116e-05, 4.9522814882519946e-05, -0.00012852980439277307; 0.006970207157786914, 0.18251112445356582, 0.004185149553688635, -0.017143369044360375, -0.002024706500394294, 0.0022124840940386304, 0.003320284960232966, 0.005115700591705072, 0.0012634836319565714, 0.0035297941657797924, 0.0012141737679738265, -0.0009409762648886789, -8.676364673691403e-05, -0.00012148179399818256, -8.380087674981286e-06, -6.434717589023436e-05, -0.00011557657726396338, -0.00010179206949556569, -4.864840995022479e-05, 2.738038905111236e-06; 0.0, 0.6130616366201451, 0.013789420373744836, -0.021257229663763713, 0.009184136724058987, -0.007473493203526642, 0.002932352273876237, -0.005817023372467447, 0.000945179669565712, 0.0003386500587416599, 0.0026734720742026697, -0.0012882378607697504, -7.127415583880714e-06, 6.587188193400131e-05, -0.00017688736943389111, -0.00013857401663143847, -8.260273046968594e-05, -8.762573442451076e-05, 0.00012894558881876175, 3.177603155620648e-05
